race,clan,gender,forename,surname,full_name,age,education,socio_economic_rank,disabilities,base_openness,base_conscientiousness,base_extraversion,base_agreeableness,base_neuroticism,refined_openness,refined_conscientiousness,refined_extraversion,refined_agreeableness,refined_neuroticism,motivation_academic_drive,motivation_values_based_motivation,motivation_career_focus,motivation_cultural_experience,motivation_personal_growth,motivation_social_connection,motivation_intellectual_curiosity,motivation_practical_skills,student_id,program_code,program_name,faculty,department,year1_modules,num_year1_modules,clan_affinity,selection_probability
Dwarf,flint,neuter,Doni,Pickshard,Doni Pickshard,18,academic,3,,0.5518693108272641,0.6076896749653268,0.7774242427593085,0.55555104264568,0.4572773783711507,0.751869310827264,0.6576896749653267,0.8774242427593085,0.55555104264568,0.5072773783711507,0.5919935166343326,0.772282823739256,0.8892326458459814,0.4601466603321266,0.6754777216403869,0.6502317889982897,0.6129444502037615,0.9348076470768812,326,1.2.4,Earth-Aligned Agriculture,Faculty of Applied Forging,Food and Sustenance Technologies,"Foundations of Permaculture and Ecological Design,Soil as System: Chemistry, Life, and Lore,Agroecology in Practice",3,0.95,0.9545996758317166
Dwarf,flint,male,Skarn,Ironclout,Skarn Ironclout,23,academic,7,no_known_disabilities,0.5670306159692472,0.7233765563730987,0.6381011694808205,0.3348052161369009,0.501875347286093,0.5670306159692471,0.9233765563730988,0.5381011694808204,0.3348052161369009,0.5518753472860929,0.5546985013726222,0.5077142857759931,0.7373561799212539,0.5886688841987399,0.6607988631433236,0.7121727091592643,0.4233482442172979,0.8850187471781182,327,1.2.5,Mycelial Cultivation and Biotech,Faculty of Applied Forging,Food and Sustenance Technologies,"Introduction to Fungal Kingdoms,Growing Mediums and Spore Cultivation",2,0.9,0.9027349250686312
Elf,palm,male,Drenel,Reefgrace,Drenel Reefgrace,18,vocational,4,no_known_disabilities,0.8528361738341788,0.5444618343089723,0.8328479482846094,0.6908242711413697,0.4483854045330097,0.9528361738341788,0.5944618343089723,0.9328479482846094,0.6908242711413697,0.4983854045330096,0.5856200608319057,0.8430756854067037,0.5654075262777482,0.8759590694644338,0.7615816128452731,0.9397367418561758,0.7383083372129738,0.8007393409076413,328,2.1.16,Listening Circles Facilitation,Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Deep Listening: Practices from Many Traditions,Circle Structures: Time, Space, and Agreement",2,0.95,0.9542810030415952
Elf,ash,female,Irith,Ashmantle,Irith Ashmantle,18,no_qualifications,8,wheelchair_user,0.876962650761657,0.7415033897245171,0.5690257725260006,0.4767942276528991,0.4096054159958353,0.8769626507616569,0.6915033897245171,0.6190257725260006,0.4767942276528991,0.6096054159958354,0.7246446592066229,0.77885470718453,0.8059120706736356,0.7136618161574564,0.8767796599741331,0.6759774650872664,0.6938419228558448,0.5289376053943657,329,1.2.5,Mycelial Cultivation and Biotech,Faculty of Applied Forging,Food and Sustenance Technologies,"Introduction to Fungal Kingdoms,Growing Mediums and Spore Cultivation",2,0.5,0.5112322329603312
Elf,holly,male,Orien,Lorebloom,Orien Lorebloom,18,academic,6,,0.8558868341021246,0.7787639923296635,0.4571017199996955,0.7456117113613652,0.4061717478770576,1.0,0.8287639923296635,0.5571017199996955,0.7456117113613652,0.4561717478770576,0.8713990879179865,0.8429992072219802,0.6921777163816983,0.724232818456065,0.809977148011161,0.6484779498990224,0.757556593612919,0.545780588546983,330,3.2.29,Intergenerational Learning,Faculty of Integrative Inquiry,Learning Futures,"Lifespan Learning: Cognitive, Emotional, and Social Perspectives,The Role of Elders, Children, and Peers in Knowledge Cultures",2,0.6,0.6185699543958993
Elf,baobab,female,Alionae,Ivoryscroll,Alionae Ivoryscroll,18,vocational,2,no_known_disabilities,0.5524838041073089,0.8894578127604844,0.6507077761578075,0.5265241986365039,0.4258828663050912,0.7524838041073089,0.9394578127604843,0.8507077761578075,0.5265241986365039,0.3758828663050912,0.7372063792724279,0.6747827973411737,0.900246374380517,0.4814789391014949,0.8036544034926871,0.4412831089003874,0.8043276339394195,0.4540498266105154,331,1.3.7,Precision Smithing and Design,Faculty of Applied Forging,Forge Arts and Metallurgy,"Fundamentals of Metal and Flame,Tools, Temperatures, and Techniques,Drawing, Modelling, and Material Thinking",3,0.05,0.0871086993743523
Elf,holly,female,Neria,Lorebloom,Neria Lorebloom,18,academic,6,physical_disability,0.6448153640313684,0.8172915121418496,0.5493381650153237,0.6046447377412546,0.3818751480973114,0.8448153640313684,0.8672915121418495,0.6493381650153237,0.6046447377412546,0.5318751480973114,0.7447847837612624,0.7877475861402417,0.5996291819762083,0.6753160915380699,0.7390986325134907,0.6416100638290809,0.8654058355625478,0.7774157961232913,332,2.3.23,Hospitality as Praxis,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Histories and Futures of Hospitality,The Host as Educator and Healer",2,0.8,0.8122392391880632
Elf,yew,male,Ilrian,Gravethorn,Ilrian Gravethorn,18,vocational,5,no_known_disabilities,0.6116838970429724,0.7270376890059164,0.4754796909294476,0.3815895323334247,0.5162003602380418,0.7116838970429724,0.7770376890059163,0.5754796909294476,0.3815895323334247,0.5662003602380419,0.6399381199337804,0.6193427404146337,0.8022215018850672,0.6768538004776482,0.6973454141260509,0.6395400992056588,0.7152153816261535,0.7585347673809206,333,4.1.33,Ancient Tongues and Translation,Faculty of Living Lore,Language and Symbol,"Introduction to Ancient Lexicons: Form, Function, Power,Script and Sound: Orthography Through Time",2,0.6,0.606996905996689
Dwarf,bismuth,female,Wenni,Shinebinder,Wenni Shinebinder,18,academic,6,,0.8060019695802687,0.4996929732219879,0.6411634054853668,0.5943552716627316,0.610056268249137,1.0,0.5496929732219878,0.7411634054853667,0.5943552716627316,0.660056268249137,0.8700126853574498,0.6802890879695995,0.6654662321722788,0.9477015294037872,0.8557610436313533,0.7502573856791002,0.9158954908491996,0.6287939442940667,334,1.2.4,Earth-Aligned Agriculture,Faculty of Applied Forging,Food and Sustenance Technologies,"Foundations of Permaculture and Ecological Design,Soil as System: Chemistry, Life, and Lore,Agroecology in Practice",3,0.05,0.06850063426787249
Dwarf,flint,female,Brena,Spallvein,Brena Spallvein,18,vocational,1,no_known_disabilities,0.5924791988034595,0.7930663400869258,0.7706528479932452,0.4525041524722029,0.4231549921087651,0.7924791988034594,0.8430663400869257,0.9706528479932452,0.4525041524722029,0.3731549921087652,0.4822955092489888,0.4995188823659701,0.8517803213914292,0.6964693789070524,0.5778546447896779,0.7689226150794919,0.5593114568275538,0.8702458664535013,335,1.2.4,Earth-Aligned Agriculture,Faculty of Applied Forging,Food and Sustenance Technologies,"Foundations of Permaculture and Ecological Design,Soil as System: Chemistry, Life, and Lore,Agroecology in Practice",3,0.95,0.9491147754624494
Elf,baobab,neuter,Caerion,Ironlace,Caerion Ironlace,18,vocational,8,no_known_disabilities,0.7016315201041294,0.8378292742141877,0.4974251826901605,0.5504395477739821,0.4285415764864857,0.7516315201041294,0.8878292742141877,0.5474251826901606,0.5504395477739821,0.5785415764864857,0.7835434827475235,0.6861376932048813,0.9387285011798584,0.5443010656700056,0.7594238546291163,0.6027808761193504,0.6432955697122806,0.5722318931480667,336,1.1.3,Pedagogies of the Hand,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"Learning Through Making: Foundations,Embodied Knowledge and Apprenticeship Models",2,0.05,0.06417717413737618
Dwarf,malachite,female,Urda,Emberbit,Urda Emberbit,18,academic,8,deaf_or_hearing_impaired,0.6188627346343463,0.8556397008304111,0.4566016873684098,0.7707130949986999,0.4218530699471194,0.7688627346343462,0.905639700830411,0.5066016873684098,0.7707130949986999,0.5718530699471195,0.7955748596191412,0.9523005972098292,0.5790600016813839,0.6385966539313794,0.7373847102540406,0.6861447292107282,0.9132514180757586,0.883452036328986,337,2.3.22,Mediation,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Foundations of Mediation and Dialogue,Listening Between: Power, Culture, Emotion",2,0.05,0.06477874298095707
Dwarf,granite,female,Tilda,Hearthstone,Tilda Hearthstone,18,academic,4,no_known_disabilities,0.4270757480637236,0.9053940659485478,0.6828316003315829,0.480118282071808,0.332043261961381,0.6270757480637236,0.95,0.7828316003315828,0.480118282071808,0.382043261961381,0.5873117919923857,0.6682405663185432,0.7947199281252934,0.5825134168398454,0.6788397610947039,0.6436435153725373,0.6818191296815777,0.8253483352081284,338,4.4.44,Narrative Governance and Institution Building,Faculty of Living Lore,Political Myth and Governance,"Institutions as Stories: Memory, Myth, Mechanism,Governance Through Narrative Form",2,0.9,0.9493655895996194
Dwarf,obsidian,female,Neris,Spiritforge,Neris Spiritforge,18,academic,1,no_known_disabilities,0.7999581148375512,0.6102133518600794,0.5463216669171056,0.5637578203059287,0.4014430614672588,1.0,0.6602133518600793,0.7463216669171056,0.5637578203059287,0.3514430614672588,0.8263913355586313,0.7358486624615751,0.6162787124055152,0.8408362412913635,0.9450598007586456,0.4913194828405769,0.8580120644874324,0.5005593099511014,339,4.3.41,Wisdom Traditions and Moral Craft,Faculty of Living Lore,Philosophy and Ethics,"The Loom of Lore: Threads from Ancients and Elders,Tales That Teach: Fable, Parable, and Prophecy",2,0.75,0.7779474380184831
Dwarf,alabaster,female,Noria,Greyfold,Noria Greyfold,18,academic,1,deaf_or_hearing_impaired,0.666149274760347,0.7192120653088658,0.2127004837707476,0.6033597915767113,0.5374200817218674,0.966149274760347,0.7692120653088658,0.4127004837707476,0.6033597915767113,0.4874200817218674,0.7198953925617553,0.9006520410456451,0.6969112391716644,0.7761325444273116,0.7670352935015047,0.682262111855677,0.7178506343417189,0.7110474706235532,340,1.1.2,Mutual Aid and Guild Governance,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"History of Mutual Aid and Guild Traditions,Foundations of Self-Governance",2,0.85,0.9279811802635388
Elf,yew,male,Thendrel,Boughwitness,Thendrel Boughwitness,18,vocational,6,no_known_disabilities,0.7120618536630317,0.8589053411830012,0.4445043588756918,0.5298365254035391,0.3205042854569073,0.8120618536630316,0.9089053411830011,0.5445043588756918,0.5298365254035391,0.3705042854569073,0.6639760462591536,0.6905698053098281,0.888940874699463,0.7124238249282083,0.776097860768171,0.5600308425333455,0.8240737390085043,0.662114692966293,341,2.4.25,Timekeeping in Plural Cultures,Faculty of Hearth and Transformation,"Rites, Rest, and Renewal","Time as Construct: Clocks, Moons, and Memory,Rhythms of the Body, Land, and Cosmos",2,0.55,0.5581988023129577
Elf,ash,male,Corven,Stormgleam,Corven Stormgleam,18,academic,6,no_known_disabilities,0.8253445103467748,0.6769338802334236,0.7307560369987784,0.5286563083919915,0.627536724192738,1.0,0.7269338802334235,0.8307560369987784,0.5286563083919915,0.677536724192738,0.6824984267067482,0.6879518696904682,0.7624456254145142,0.7875520988860923,0.9532943934850816,0.6177735089194606,0.7944306037872817,0.5360119675141404,342,2.2.19,Integrated Mind-Body,Faculty of Hearth and Transformation,Healing and Embodied Knowledge,"Embodied Learning: Movement, Stillness, Attention,Foundations of Somatic Awareness",2,0.6,0.6091249213353374
Elf,yew,male,Corviel,Thorncounsel,Corviel Thorncounsel,18,academic,4,no_known_disabilities,0.6836237954611578,0.8969661798963859,0.4761652032883204,0.5290895746641402,0.5063952064571009,0.8836237954611578,0.946966179896386,0.5761652032883204,0.5290895746641402,0.5563952064571009,0.7278799245761818,0.6639852538601068,0.907457174167264,0.654882381324613,0.7899340039605358,0.6666907782387049,0.7791795132745829,0.6227314128942583,343,4.4.44,Narrative Governance and Institution Building,Faculty of Living Lore,Political Myth and Governance,"Institutions as Stories: Memory, Myth, Mechanism,Governance Through Narrative Form",2,0.9,0.9560906142184478
Elf,ash,female,Alira,Flameborn,Alira Flameborn,18,vocational,5,no_known_disabilities,0.7768129117944351,0.7052686132664077,0.6109784285916976,0.534693932219152,0.4989907941834081,0.8768129117944351,0.7552686132664076,0.7109784285916976,0.534693932219152,0.5489907941834081,0.8529489117528805,0.6821155328164907,0.7780360676346134,0.7016892290243293,0.8793132900741472,0.6778128344871903,0.766909638687964,0.7199616146120493,344,3.1.28,Indigenous and Folk Knowledge Systems,Faculty of Integrative Inquiry,Ecologies of Knowledge,"Introduction to Indigenous and Folk Epistemologies,Story, Land, and Lineage as Knowledge Archives",2,0.05,0.06764744558764403
Dwarf,alabaster,male,Rivin,Softmarch,Rivin Softmarch,18,academic,6,physical_disability,0.5713096280918687,0.5243563361151293,0.3881415182183352,0.7009106135651129,0.6016253171818189,0.7713096280918686,0.5743563361151293,0.4881415182183353,0.7009106135651129,0.7516253171818189,0.7281191493059695,0.7979156632795174,0.571010534808704,0.699566292950881,0.6602380213479602,0.6793606257952268,0.6958170804130854,0.5277064503852507,345,2.1.17,"Care, Craft and Continuity",Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Theories of Care: Interdependence and Responsibility,Craft as Teaching: Making with Meaning",2,0.6,0.6185070109461689
Elf,baobab,female,Serenya,Vaultblossom,Serenya Vaultblossom,18,no_qualifications,1,no_known_disabilities,0.7396619933552075,0.8204935314648129,0.5042905260928604,0.5895422102213058,0.3469116182593993,0.8896619933552075,0.7704935314648128,0.7042905260928604,0.5895422102213058,0.3469116182593993,0.706435725623351,0.5437760705287776,0.8702474185671099,0.6099694317953741,0.7989645338466277,0.6075884207883766,0.7196120938716799,0.5687936538961982,346,4.1.33,Ancient Tongues and Translation,Faculty of Living Lore,Language and Symbol,"Introduction to Ancient Lexicons: Form, Function, Power,Script and Sound: Orthography Through Time",2,0.85,0.8603217862811675
Dwarf,bismuth,male,Jaskel,Scraphalo,Jaskel Scraphalo,18,academic,4,no_known_disabilities,0.816586878060299,0.6515013461780155,0.666652693518645,0.7069907036425175,0.6914205545825938,1.0,0.7015013461780154,0.766652693518645,0.7069907036425175,0.7414205545825938,0.961907717626992,0.6851602022018972,0.6960283287878424,0.7993906607990604,0.8948271957665267,0.7703371309344887,0.9518693247002292,0.6022268186857637,347,4.3.41,Wisdom Traditions and Moral Craft,Faculty of Living Lore,Philosophy and Ethics,"The Loom of Lore: Threads from Ancients and Elders,Tales That Teach: Fable, Parable, and Prophecy",2,0.5,0.5426982187601338
Dwarf,granite,male,Jorran,Graniteborn,Jorran Graniteborn,18,academic,5,,0.4006583074049695,0.850608924687315,0.4368519936571313,0.4253927821636754,0.2139488119073913,0.6006583074049695,0.9006089246873149,0.5368519936571313,0.4253927821636754,0.2639488119073913,0.5905498351456597,0.597196694104884,0.7911224166111935,0.5338681702862288,0.6630865874257094,0.4769542344685884,0.5105987887515802,0.8126717710919213,348,1.1.2,Mutual Aid and Guild Governance,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"History of Mutual Aid and Guild Traditions,Foundations of Self-Governance",2,0.1,0.15430805363650288
Dwarf,slate,female,Vilda,Greylatch,Vilda Greylatch,18,academic,8,blind_or_visually_impaired,0.4882965232693708,0.9181990812698606,0.4390962964276956,0.5544939431945034,0.439220421837355,0.6382965232693708,0.95,0.4890962964276957,0.5544939431945034,0.589220421837355,0.8359462355723122,0.412950628174628,0.8582346451181263,0.4096954538705829,0.5250760393878349,0.5742503917056445,0.5557223513898122,0.9277668925588544,349,1.5.12,Runic Infrastructure,Faculty of Applied Forging,Stonework and Structural Alchemy,"Introduction to Rune Logic and Symbolic Systems,Foundations of Structural Enchantment,Inscription Techniques: Stone, Metal, Clay",3,0.95,0.9667973117786156
Dwarf,alabaster,female,Renya,Lightburrow,Renya Lightburrow,18,vocational,8,"mental_health_disability,adhd",0.6375131117415982,0.5831136788850267,0.339221085629371,0.7350085536056061,0.575126256634921,0.6875131117415981,0.3831136788850267,0.289221085629371,0.7350085536056061,1.0,0.6648844109852105,0.8287806145336153,0.597663710879122,0.5940682394608686,0.6691797633070903,0.6551752523807466,0.7189390495241388,0.6736552373101267,350,2.3.21,Restorative Space Design,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Principles of Restorative Space,Materials, Light, and Layout for Healing,Thresholds and Transitions: Entering With Intention",3,0.05,0.07699553172342034
Elf,baobab,female,Zirelya,Venerationbloom,Zirelya Venerationbloom,18,academic,2,other_neurodivergence,0.6115580345999283,0.8448204596124912,0.6575068165477289,0.5995834281112362,0.3888923702697372,0.9115580345999282,0.8948204596124911,0.8575068165477289,0.5995834281112362,0.3388923702697372,0.7463023839784223,0.5536122393818008,0.8443771830640977,0.506390751206603,0.741661728800324,0.4899862387970136,0.8306763037815372,0.5322550902470187,351,1.1.2,Mutual Aid and Guild Governance,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"History of Mutual Aid and Guild Traditions,Foundations of Self-Governance",2,0.05,0.10715838909835032
